activity_id,week,location_id,co_share_group
A058,5,SEC:ALP:S03_S04:WB,b1
A058,6,SEC:ALP:S03_S04:WB,b1
A058,7,SEC:ALP:S03_S04:WB,b1
A058,8,SEC:ALP:S03_S04:WB,b1
A069,11,SEC:ALP:S03_S04:WB,b1
A070,11,SEC:ALP:S03_S04:WB,b1
A069,12,SEC:ALP:S03_S04:WB,b1
A070,12,SEC:ALP:S03_S04:WB,b1
A070,16,SEC:ALP:S03_S04:WB,b1
A050,17,SEC:ALP:S03_S04:WB,b1
A070,17,SEC:ALP:S03_S04:WB,b1
A050,18,SEC:ALP:S03_S04:WB,b1
A070,18,SEC:ALP:S03_S04:WB,b1
A023,22,SEC:ALP:S03_S04:WB,b1
A023,23,SEC:ALP:S03_S04:WB,b1
A023,24,SEC:ALP:S03_S04:WB,b1
A023,25,SEC:ALP:S03_S04:WB,b1
A023,26,SEC:ALP:S03_S04:WB,b1
A023,27,SEC:ALP:S03_S04:WB,b1
A066,27,SEC:ALP:S03_S04:WB,b1
A023,28,SEC:ALP:S03_S04:WB,b1
A028,9,SEC:ALP:S04_H01:EB,b1
A028,10,SEC:ALP:S04_H01:EB,b1
A004,16,SEC:ALP:S04_H01:EB,b1
A004,17,SEC:ALP:S04_H01:EB,b1
A054,17,SEC:ALP:S04_H01:EB,b1
A004,18,SEC:ALP:S04_H01:EB,b1
A054,18,SEC:ALP:S04_H01:EB,b1
A072,23,SEC:ALP:S04_H01:EB,b1
A058,2,SEC:ALP:S04_H01:WB,b1
A006,3,SEC:ALP:S04_H01:WB,b1
A058,3,SEC:ALP:S04_H01:WB,b1
A006,4,SEC:ALP:S04_H01:WB,b1
A058,4,SEC:ALP:S04_H01:WB,b1
A058,5,SEC:ALP:S04_H01:WB,b1
A058,6,SEC:ALP:S04_H01:WB,b1
A058,7,SEC:ALP:S04_H01:WB,b1
A058,8,SEC:ALP:S04_H01:WB,b1
A069,11,SEC:ALP:S04_H01:WB,b1
A070,11,SEC:ALP:S04_H01:WB,b1
A069,12,SEC:ALP:S04_H01:WB,b1
A070,12,SEC:ALP:S04_H01:WB,b1
A020,13,SEC:ALP:S04_H01:WB,b1
A020,14,SEC:ALP:S04_H01:WB,b1
A070,16,SEC:ALP:S04_H01:WB,b1
A050,17,SEC:ALP:S04_H01:WB,b1
A070,17,SEC:ALP:S04_H01:WB,b1
A050,18,SEC:ALP:S04_H01:WB,b1
A070,18,SEC:ALP:S04_H01:WB,b1
A066,27,SEC:ALP:S04_H01:WB,b1
A009,2,SEC:ALP:S05_S06:EB,b1
A009,3,SEC:ALP:S05_S06:EB,b1
A009,4,SEC:ALP:S05_S06:EB,b1
A009,5,SEC:ALP:S05_S06:EB,b1
A009,6,SEC:ALP:S05_S06:EB,b1
A009,7,SEC:ALP:S05_S06:EB,b1
A009,8,SEC:ALP:S05_S06:EB,b1
A047,13,SEC:ALP:S05_S06:EB,b1
A047,14,SEC:ALP:S05_S06:EB,b1
A046,9,SEC:ALP:S05_S06:WB,b1
A046,10,SEC:ALP:S05_S06:WB,b1
A046,13,SEC:ALP:S05_S06:WB,b1
A046,14,SEC:ALP:S05_S06:WB,b1
A046,15,SEC:ALP:S05_S06:WB,b1
A056,19,SEC:ALP:S05_S06:WB,b1
A056,20,SEC:ALP:S05_S06:WB,b1
A013,22,SEC:ALP:S05_S06:WB,b1
A013,23,SEC:ALP:S05_S06:WB,b1
A013,24,SEC:ALP:S05_S06:WB,b1
A013,25,SEC:ALP:S05_S06:WB,b1
A013,26,SEC:ALP:S05_S06:WB,b1
A031,1,SEC:ALP:S06_S07:WB,b1
A031,2,SEC:ALP:S06_S07:WB,b1
A059,14,SEC:ALP:S06_S07:WB,b1
A059,15,SEC:ALP:S06_S07:WB,b1
A059,16,SEC:ALP:S06_S07:WB,b1
A059,17,SEC:ALP:S06_S07:WB,b1
A059,18,SEC:ALP:S06_S07:WB,b1
A056,19,SEC:ALP:S06_S07:WB,b1
A059,19,SEC:ALP:S06_S07:WB,b1
A056,20,SEC:ALP:S06_S07:WB,b1
A059,20,SEC:ALP:S06_S07:WB,b1
A014,15,SEC:ALP:S07_S08:EB,b1
A014,16,SEC:ALP:S07_S08:EB,b1
A014,17,SEC:ALP:S07_S08:EB,b1
A014,18,SEC:ALP:S07_S08:EB,b1
A014,19,SEC:ALP:S07_S08:EB,b1
A014,20,SEC:ALP:S07_S08:EB,b1
A014,21,SEC:ALP:S07_S08:EB,b1
A031,1,SEC:ALP:S07_S08:WB,b1
A031,2,SEC:ALP:S07_S08:WB,b1
A059,14,SEC:ALP:S07_S08:WB,b1
A059,15,SEC:ALP:S07_S08:WB,b1
A059,16,SEC:ALP:S07_S08:WB,b1
A059,17,SEC:ALP:S07_S08:WB,b1
A059,18,SEC:ALP:S07_S08:WB,b1
A059,19,SEC:ALP:S07_S08:WB,b1
A059,20,SEC:ALP:S07_S08:WB,b1
A061,4,SEC:BET:H01_H02:EB,b1
A061,5,SEC:BET:H01_H02:EB,b1
A063,5,SEC:BET:H01_H02:EB,b1
A061,6,SEC:BET:H01_H02:EB,b1
A061,7,SEC:BET:H01_H02:EB,b1
A061,8,SEC:BET:H01_H02:EB,b1
A061,9,SEC:BET:H01_H02:EB,b1
A061,10,SEC:BET:H01_H02:EB,b1
A003,11,SEC:BET:H01_H02:EB,b1
A003,12,SEC:BET:H01_H02:EB,b1
A003,13,SEC:BET:H01_H02:EB,b1
A040,13,SEC:BET:H01_H02:EB,b1
A003,14,SEC:BET:H01_H02:EB,b1
A040,14,SEC:BET:H01_H02:EB,b1
A003,15,SEC:BET:H01_H02:EB,b1
A007,15,SEC:BET:H01_H02:EB,b1
A040,15,SEC:BET:H01_H02:EB,b1
A007,16,SEC:BET:H01_H02:EB,b1
A055,16,SEC:BET:H01_H02:EB,b1
A007,17,SEC:BET:H01_H02:EB,b1
A017,17,SEC:BET:H01_H02:EB,b1
A007,18,SEC:BET:H01_H02:EB,b1
A017,18,SEC:BET:H01_H02:EB,b1
A040,18,SEC:BET:H01_H02:EB,b1
A007,19,SEC:BET:H01_H02:EB,b1
A017,19,SEC:BET:H01_H02:EB,b1
A040,19,SEC:BET:H01_H02:EB,b1
A007,20,SEC:BET:H01_H02:EB,b1
A017,20,SEC:BET:H01_H02:EB,b1
A040,20,SEC:BET:H01_H02:EB,b1
A007,22,SEC:BET:H01_H02:EB,b1
A017,22,SEC:BET:H01_H02:EB,b1
A040,22,SEC:BET:H01_H02:EB,b1
A073,23,SEC:BET:H01_H02:EB,b1
A017,24,SEC:BET:H01_H02:EB,b1
A017,25,SEC:BET:H01_H02:EB,b1
A012,2,SEC:BET:H01_H02:WB,b1
A012,6,SEC:BET:H01_H02:WB,b1
A012,7,SEC:BET:H01_H02:WB,b1
A012,8,SEC:BET:H01_H02:WB,b1
A012,9,SEC:BET:H01_H02:WB,b1
A012,10,SEC:BET:H01_H02:WB,b1
A012,11,SEC:BET:H01_H02:WB,b1
A075,29,SEC:BET:H01_H02:WB,b1
A061,4,SEC:BET:H02_S15:EB,b1
A061,5,SEC:BET:H02_S15:EB,b1
A061,6,SEC:BET:H02_S15:EB,b1
A061,7,SEC:BET:H02_S15:EB,b1
A061,8,SEC:BET:H02_S15:EB,b1
A061,9,SEC:BET:H02_S15:EB,b1
A061,10,SEC:BET:H02_S15:EB,b1
A003,11,SEC:BET:H02_S15:EB,b1
A003,12,SEC:BET:H02_S15:EB,b1
A003,13,SEC:BET:H02_S15:EB,b1
A040,13,SEC:BET:H02_S15:EB,b1
A043,13,SEC:BET:H02_S15:EB,b1
A060,13,SEC:BET:H02_S15:EB,b1
A003,14,SEC:BET:H02_S15:EB,b1
A040,14,SEC:BET:H02_S15:EB,b1
A043,14,SEC:BET:H02_S15:EB,b1
A060,14,SEC:BET:H02_S15:EB,b1
A003,15,SEC:BET:H02_S15:EB,b1
A040,15,SEC:BET:H02_S15:EB,b1
A060,15,SEC:BET:H02_S15:EB,b1
A057,17,SEC:BET:H02_S15:EB,b1
A017,17,SEC:BET:H02_S15:EB,b1
A017,18,SEC:BET:H02_S15:EB,b1
A040,18,SEC:BET:H02_S15:EB,b1
A057,18,SEC:BET:H02_S15:EB,b1
A017,19,SEC:BET:H02_S15:EB,b1
A040,19,SEC:BET:H02_S15:EB,b1
A057,19,SEC:BET:H02_S15:EB,b1
A017,20,SEC:BET:H02_S15:EB,b1
A040,20,SEC:BET:H02_S15:EB,b1
A057,20,SEC:BET:H02_S15:EB,b1
A017,22,SEC:BET:H02_S15:EB,b1
A040,22,SEC:BET:H02_S15:EB,b1
A057,22,SEC:BET:H02_S15:EB,b1
A073,23,SEC:BET:H02_S15:EB,b1
A057,24,SEC:BET:H02_S15:EB,b1
A017,24,SEC:BET:H02_S15:EB,b1
A057,25,SEC:BET:H02_S15:EB,b1
A017,25,SEC:BET:H02_S15:EB,b1
A012,2,SEC:BET:H02_S15:WB,b1
A012,6,SEC:BET:H02_S15:WB,b1
A012,7,SEC:BET:H02_S15:WB,b1
A012,8,SEC:BET:H02_S15:WB,b1
A049,8,SEC:BET:H02_S15:WB,b1
A012,9,SEC:BET:H02_S15:WB,b1
A049,9,SEC:BET:H02_S15:WB,b1
A012,10,SEC:BET:H02_S15:WB,b1
A049,10,SEC:BET:H02_S15:WB,b1
A012,11,SEC:BET:H02_S15:WB,b1
A049,11,SEC:BET:H02_S15:WB,b1
A049,12,SEC:BET:H02_S15:WB,b1
A002,1,SEC:BET:S11_S12:WB,b1
A021,3,SEC:BET:S11_S12:WB,b1
A021,4,SEC:BET:S11_S12:WB,b1
A021,5,SEC:BET:S11_S12:WB,b1
A039,12,SEC:BET:S11_S12:WB,b1
A039,13,SEC:BET:S11_S12:WB,b1
A039,14,SEC:BET:S11_S12:WB,b1
A039,15,SEC:BET:S11_S12:WB,b1
A039,16,SEC:BET:S11_S12:WB,b1
A039,17,SEC:BET:S11_S12:WB,b1
A039,18,SEC:BET:S11_S12:WB,b1
A002,1,SEC:BET:S12_S13:WB,b1
A021,3,SEC:BET:S12_S13:WB,b1
A021,4,SEC:BET:S12_S13:WB,b1
A021,5,SEC:BET:S12_S13:WB,b1
A039,12,SEC:BET:S12_S13:WB,b1
A039,13,SEC:BET:S12_S13:WB,b1
A039,14,SEC:BET:S12_S13:WB,b1
A039,15,SEC:BET:S12_S13:WB,b1
A039,16,SEC:BET:S12_S13:WB,b1
A039,17,SEC:BET:S12_S13:WB,b1
A039,18,SEC:BET:S12_S13:WB,b1
A065,19,SEC:BET:S12_S13:WB,b1
A048,1,SEC:BET:S13_S14:EB,b1
A048,2,SEC:BET:S13_S14:EB,b1
A048,3,SEC:BET:S13_S14:EB,b1
A055,16,SEC:BET:S13_S14:EB,b1
A039,12,SEC:BET:S13_S14:WB,b1
A039,13,SEC:BET:S13_S14:WB,b1
A039,14,SEC:BET:S13_S14:WB,b1
A039,15,SEC:BET:S13_S14:WB,b1
A039,16,SEC:BET:S13_S14:WB,b1
A039,17,SEC:BET:S13_S14:WB,b1
A039,18,SEC:BET:S13_S14:WB,b1
A063,5,SEC:BET:S14_H01:EB,b1
A055,16,SEC:BET:S14_H01:EB,b1
A036,22,SEC:BET:S14_H01:EB,b1
A036,23,SEC:BET:S14_H01:EB,b1
A036,24,SEC:BET:S14_H01:EB,b1
A036,25,SEC:BET:S14_H01:EB,b1
A036,26,SEC:BET:S14_H01:EB,b1
A036,27,SEC:BET:S14_H01:EB,b1
A036,28,SEC:BET:S14_H01:EB,b1
A037,8,SEC:BET:S15_S16:EB,b1
A037,9,SEC:BET:S15_S16:EB,b1
A003,11,SEC:BET:S15_S16:EB,b1
A041,11,SEC:BET:S15_S16:EB,b1
A003,12,SEC:BET:S15_S16:EB,b1
A041,12,SEC:BET:S15_S16:EB,b1
A003,13,SEC:BET:S15_S16:EB,b1
A040,13,SEC:BET:S15_S16:EB,b1
A043,13,SEC:BET:S15_S16:EB,b1
A060,13,SEC:BET:S15_S16:EB,b1
A003,14,SEC:BET:S15_S16:EB,b1
A040,14,SEC:BET:S15_S16:EB,b1
A043,14,SEC:BET:S15_S16:EB,b1
A060,14,SEC:BET:S15_S16:EB,b1
A003,15,SEC:BET:S15_S16:EB,b1
A040,15,SEC:BET:S15_S16:EB,b1
A060,15,SEC:BET:S15_S16:EB,b1
A057,17,SEC:BET:S15_S16:EB,b1
A017,17,SEC:BET:S15_S16:EB,b1
A017,18,SEC:BET:S15_S16:EB,b1
A040,18,SEC:BET:S15_S16:EB,b1
A057,18,SEC:BET:S15_S16:EB,b1
A017,19,SEC:BET:S15_S16:EB,b1
A040,19,SEC:BET:S15_S16:EB,b1
A057,19,SEC:BET:S15_S16:EB,b1
A017,20,SEC:BET:S15_S16:EB,b1
A040,20,SEC:BET:S15_S16:EB,b1
A057,20,SEC:BET:S15_S16:EB,b1
A017,22,SEC:BET:S15_S16:EB,b1
A040,22,SEC:BET:S15_S16:EB,b1
A057,22,SEC:BET:S15_S16:EB,b1
A001,23,SEC:BET:S15_S16:EB,b1
A042,23,SEC:BET:S15_S16:EB,b1
A071,23,SEC:BET:S15_S16:EB,b1
A001,24,SEC:BET:S15_S16:EB,b1
A011,24,SEC:BET:S15_S16:EB,b1
A017,24,SEC:BET:S15_S16:EB,b1
A057,24,SEC:BET:S15_S16:EB,b1
A011,25,SEC:BET:S15_S16:EB,b1
A017,25,SEC:BET:S15_S16:EB,b1
A042,25,SEC:BET:S15_S16:EB,b1
A057,25,SEC:BET:S15_S16:EB,b1
A042,26,SEC:BET:S15_S16:EB,b1
A049,8,SEC:BET:S15_S16:WB,b1
A049,9,SEC:BET:S15_S16:WB,b1
A049,10,SEC:BET:S15_S16:WB,b1
A049,11,SEC:BET:S15_S16:WB,b1
A049,12,SEC:BET:S15_S16:WB,b1
A064,16,SEC:BET:S15_S16:WB,b1
A037,8,SEC:BET:S16_S17:EB,b1
A037,9,SEC:BET:S16_S17:EB,b1
A019,11,SEC:BET:S16_S17:EB,b1
A019,12,SEC:BET:S16_S17:EB,b1
A043,13,SEC:BET:S16_S17:EB,b1
A043,14,SEC:BET:S16_S17:EB,b1
A001,23,SEC:BET:S16_S17:EB,b1
A042,23,SEC:BET:S16_S17:EB,b1
A071,23,SEC:BET:S16_S17:EB,b1
A001,24,SEC:BET:S16_S17:EB,b1
A011,24,SEC:BET:S16_S17:EB,b1
A011,25,SEC:BET:S16_S17:EB,b1
A042,25,SEC:BET:S16_S17:EB,b1
A042,26,SEC:BET:S16_S17:EB,b1
A038,10,SEC:BET:S17_S18:EB,b1
A008,16,SEC:BET:S17_S18:EB,b1
A038,16,SEC:BET:S17_S18:EB,b1
A038,17,SEC:BET:S17_S18:EB,b1
A008,21,SEC:BET:S17_S18:EB,b1
A008,23,SEC:BET:S17_S18:EB,b1
A042,23,SEC:BET:S17_S18:EB,b1
A042,25,SEC:BET:S17_S18:EB,b1
A008,26,SEC:BET:S17_S18:EB,b1
A042,26,SEC:BET:S17_S18:EB,b1
A008,27,SEC:BET:S17_S18:EB,b1
A051,26,SEC:BET:S17_S18:WB,b1
A051,27,SEC:BET:S17_S18:WB,b1
